UIDClient,UIDStoreLocation,Gender,DateJoined,DaysSinceJoined,MembershipType,MembershipLevel,Age,UVTans,SunlessTans,UpgradeRevenue,RetailRevenue
8604,1,0,11/10/09,1817,0,0,23,4,1,0,34.79
8674,1,0,5/3/12,912,0,0,59,0,1,0,60.28
9123,1,0,5/17/11,1264,0,0,50,0,5,35,25.97
9348,1,0,5/24/12,891,0,0,31,0,1,0,5.94
9394,1,1,10/2/12,760,0,0,41,3,0,3,0.88
9492,1,0,7/18/03,4124,0,0,30,0,1,0,5
9519,1,0,7/16/09,1934,0,0,34,7,0,0,32.98
9565,1,0,2/2/13,637,0,0,42,0,4,0,134.97
9717,1,0,5/4/12,911,0,0,26,0,2,0,15.98
9873,1,0,3/11/08,2426,0,0,30,9,4,0,161.73
10034,1,0,7/30/12,824,0,0,26,1,0,0,0
10089,1,0,5/15/13,535,0,0,15,3,0,0,27.99
11120,1,0,4/13/13,567,0,0,39,5,0,0,6.54
11748,1,0,3/29/08,2408,0,0,37,0,1,0,0
12078,1,0,1/2/11,1399,0,0,34,3,1,10,16.75
12266,1,0,5/13/11,1268,0,0,27,0,2,0,6.99
12464,1,0,6/26/11,1224,0,0,56,0,1,0,6.98
12670,1,0,3/18/12,958,0,0,17,0,1,0,0
12918,1,0,3/13/13,598,0,0,26,0,1,0,46.98
13406,1,0,3/21/13,590,0,0,12,0,1,0,44.99
13730,1,0,3/25/12,951,0,0,25,0,1,0,4.49
13763,1,0,7/1/11,1219,0,0,16,6,3,0,18.72
13864,1,0,10/1/09,1857,0,0,53,3,1,25,6.38
14165,1,1,7/20/11,1200,0,0,36,4,0,4,1.41
14629,1,0,3/25/08,2412,0,0,22,14,0,0,62.71
15064,1,1,3/3/13,608,0,0,56,3,0,15,0
15786,1,0,9/26/11,1132,0,0,15,2,0,0,26.24
16090,1,0,3/13/07,2790,0,0,44,0,3,0,21.59
16130,1,0,5/28/13,522,0,0,57,2,0,0,19.57
16178,1,0,4/25/13,555,0,0,15,0,1,0,39.99
16209,1,0,4/5/10,1671,0,0,36,0,3,5,7.46
16412,1,0,4/21/05,3481,0,0,29,11,13,108,133.9
16554,1,0,10/26/11,1102,0,0,32,4,6,0,19.76
16779,1,0,10/1/11,1127,0,0,40,4,1,0,7.47
16839,1,0,7/8/12,846,0,0,39,0,1,0,0
17141,1,0,2/24/13,615,0,0,28,1,0,0,0
17163,1,0,2/25/11,1345,0,0,30,7,0,5,0
17375,1,0,3/13/11,1329,0,0,42,6,0,0,13.98
17378,1,1,1/17/12,1019,0,0,28,3,0,0,0.49
17421,1,0,6/24/11,1226,0,0,27,0,3,0,6.98
17639,1,0,3/1/12,975,0,0,27,2,0,0,0.49
18687,1,0,3/28/12,948,0,0,51,0,1,0,8.99
18873,1,0,10/29/11,1099,0,0,22,5,0,0,0
18953,1,0,4/2/07,2770,0,0,41,10,1,0,41.24
18995,1,0,10/21/12,741,0,0,34,2,0,0,11.03
19043,1,1,1/27/09,2104,0,0,39,3,0,0,0.47
19181,1,0,2/23/11,1347,0,0,32,4,0,0,6.41
19367,1,0,2/10/09,2090,0,0,24,0,3,0,17.99
19778,1,0,2/22/12,983,0,0,14,0,1,0,7.98
20013,1,0,5/22/12,893,0,0,41,0,1,0,4.49
20489,1,0,4/8/10,1668,0,0,18,0,1,0,29.99
20622,1,0,7/13/10,1572,0,0,26,1,0,1,0
20656,1,0,9/28/11,1130,0,0,49,2,0,0,0
20876,1,0,11/2/08,2190,0,0,18,1,1,0,89.39
20899,1,0,9/13/11,1145,0,0,21,1,0,0,0.47
21158,1,0,3/24/08,2413,0,0,30,1,0,0,13.41
21247,1,0,5/7/12,908,0,0,33,4,0,0,20.24
21452,1,0,10/22/09,1836,0,0,40,3,0,0,13.73
21568,1,0,6/6/12,878,0,0,53,0,1,0,6.98
22556,1,0,12/3/11,1064,0,0,16,1,1,0,4.49
22912,1,0,9/29/11,1129,0,0,34,2,3,0,15.07
22921,1,0,4/2/13,578,0,0,62,9,1,0,93.22
23027,1,0,2/9/12,996,0,0,28,3,2,0,101.75
23375,1,0,2/6/12,999,0,0,20,5,0,0,6.11
23680,1,0,4/9/11,1302,0,0,48,0,3,0,0
23952,1,0,3/12/11,1330,0,0,26,2,0,0,0.38
24028,1,1,5/14/11,1267,0,0,36,0,1,0,8.49
24153,1,0,8/20/09,1899,0,0,36,1,3,0,7.41
24196,1,0,6/9/11,1241,0,0,47,0,1,0,3.49
24330,1,0,6/1/12,883,0,0,25,6,2,0,82.99
24364,1,0,5/1/12,914,0,0,35,0,4,0,5.28
25034,1,1,8/29/11,1160,0,0,67,0,1,0,3.49
25265,1,1,1/14/11,1387,0,0,26,2,0,0,0
25786,1,0,3/12/11,1330,0,0,30,1,0,0,3.57
25874,1,0,5/19/13,531,0,0,39,2,0,0,22.58
26834,1,0,4/30/13,550,0,0,38,3,0,0,5.39
27526,1,0,2/27/07,2804,0,0,31,3,1,5,4.99
27942,1,0,1/15/08,2482,0,0,29,0,1,0,8.99
28063,1,1,7/19/11,1201,0,0,36,2,0,2,0
28120,1,0,2/27/07,2804,0,0,31,0,2,0,0
29442,1,0,5/20/12,895,0,0,23,0,1,0,4.49
29913,1,0,8/14/09,1905,0,0,30,0,1,0,8.99
30734,1,0,6/16/12,868,0,0,38,0,1,0,8.99
30844,1,0,4/2/11,1309,0,0,26,1,1,0,10.95
30984,1,0,4/19/12,926,0,0,32,0,2,0,8.99
31175,1,0,4/3/11,1308,0,0,27,1,0,0,2.39
31833,1,0,5/8/09,2003,0,0,38,8,0,0,19.11
32092,1,0,9/25/09,1863,0,0,32,0,1,0,34.99
32176,1,0,3/13/12,963,0,0,19,5,0,0,12.14
32239,1,0,7/21/11,1199,0,0,23,0,1,20,0
32363,1,0,3/13/11,1329,0,0,26,1,0,0,0
33754,1,0,2/7/05,3554,0,0,31,7,4,0,103.36
33830,1,1,8/2/09,1917,0,0,33,12,0,0,55.82
33943,1,1,11/6/10,1456,0,0,42,0,3,0,17.49
34081,1,0,2/27/07,2804,0,0,27,0,1,0,4.99
34194,1,1,3/29/11,1313,0,0,20,4,0,0,0.47
34244,1,0,12/28/01,4691,0,0,30,0,2,0,0
34450,1,0,3/16/11,1326,0,0,52,4,0,0,1
34961,1,1,10/19/11,1109,0,0,33,0,1,0,4.49
34964,1, ,2/9/07,2822,0,0,38,0,7,5,6.99
35137,1,1,1/20/12,1016,0,0,30,5,2,0,6.29
35150,1,0,8/29/11,1160,0,0,33,5,4,0,79.42
35480,1,0,10/9/12,753,0,0,50,5,0,0,52.87
35850,1,0,12/11/07,2517,0,0,39,5,0,0,22.41
36267,1,0,5/26/11,1255,0,0,38,0,1,0,19.11
36547,1,0,8/12/11,1177,0,0,60,0,1,0,29.98
36689,1,0,3/23/12,953,0,0,49,0,2,0,0
36742,1,0,2/21/13,618,0,0,13,0,1,0,39.99
36802,1,0,5/4/12,911,0,0,18,0,1,0,8.99
37051,1,1,2/23/02,4634,0,0,33,3,0,0,0.47
37055,1,1,4/23/13,557,0,0,44,9,1,0,24.77
37166,1,1,9/27/12,765,0,0,33,0,1,0,39.99
37548,1,0,6/2/10,1613,0,0,17,6,1,0,8.01
37842,1,0,3/9/07,2794,0,0,46,0,8,5,85.96
37950,1,0,4/21/13,559,0,0,34,0,1,0,13.47
38006,1,0,6/2/11,1248,0,0,69,0,1,5,0
38084,1,0,4/28/11,1283,0,0,43,5,1,0,35.44
38122,1,1,2/2/11,1368,0,0,33,1,0,0,0.47
38684,1,0,6/9/11,1241,0,0,24,1,0,0,0
38980,1,0,8/22/12,801,0,0,27,0,2,0,39.99
39018,1,0,7/13/11,1207,0,0,37,2,0,2,6.45
39178,1,0,5/7/08,2369,0,0,33,0,1,0,0
40043,1,0,7/7/07,2674,0,0,27,0,2,0,17.48
40514,1,0,3/29/13,582,0,0,14,0,1,0,40.89
40707,1,1,1/27/12,1009,0,0,24,4,0,0,29.68
40861,1,1,3/17/12,959,0,0,22,0,1,0,0
41242,1,0,11/26/12,705,0,0,20,3,2,5,0.55
41308,1,0,5/3/13,547,0,0,28,4,1,0,0
41789,1,0,2/4/08,2462,0,0,52,0,9,10,5
42437,1,0,3/19/07,2784,0,0,45,5,0,3,3.99
42613,1,0,3/17/12,959,0,0,52,0,1,0,8.99
43442,1,0,6/22/11,1228,0,0,21,0,1,0,6.98
44226,1,0,5/20/13,530,0,0,20,0,2,0,49.47
44266,1,0,9/27/11,1131,0,0,53,0,1,0,3.49
44328,1,0,8/16/12,807,0,0,21,0,1,0,0
44547,1,0,1/23/12,1013,0,0,46,9,0,10,11.91
44693,1,0,5/7/13,543,0,0,45,7,1,0,97.56
44847,1,0,3/25/12,951,0,0,19,0,3,0,18.98
44956,1,0,3/4/11,1338,0,0,56,4,1,0,5.99
45097,1,1,5/5/11,1276,0,0,42,4,0,0,18.93
47171,1,0,4/21/11,1290,0,0,60,0,2,0,0
47241,1,0,11/17/08,2175,0,0,27,2,0,0,75.96
47490,1,0,7/6/12,848,0,0,16,1,1,0,0
48543,1,0,7/6/12,848,0,0,26,0,6,0,9.99
48986,1,0,4/2/10,1674,0,0,26,2,1,0,0
49143,1,0,5/2/13,548,0,0,16,0,1,0,0
49491,1,1,3/16/11,1326,0,0,33,0,2,0,6.99
49623,1,0,3/23/13,588,0,0,53,0,1,0,39.99
49772,1,0,2/7/13,632,0,0,30,1,0,0,0.44
49847,1,0,3/23/07,2780,0,0,36,0,1,0,0
50076,1,0,4/11/13,569,0,0,55,26,1,52,59.83
50296,1,0,3/6/13,605,0,0,20,0,1,0,6.98
50469,1,0,3/23/11,1319,0,0,62,4,1,0,0.94
51086,1,0,3/25/13,586,0,0,54,3,0,0,43.18
51115,1,1,1/4/13,666,0,0,22,4,1,0,0
51354,1,0,3/20/11,1322,0,0,42,2,0,0,1.41
51474,1,0,5/2/07,2740,0,0,27,0,2,20,8.99
51897,1,0,8/4/12,819,0,0,33,3,0,0,0.55
52285,1,0,3/28/12,948,0,0,20,3,0,0,38.97
52311,1,0,4/11/13,569,0,0,17,2,0,0,2.99
52566,1,0,8/6/11,1183,0,0,19,0,3,0,32.98
52651,1,0,3/28/13,583,0,0,19,9,3,20,96.23
52876,1,1,2/19/11,1351,0,0,38,1,0,0,10.99
53074,1,0,2/8/08,2458,0,0,22,2,2,0,109.48
53086,1,0,7/11/08,2304,0,0,19,7,7,0,0.55
53163,1,0,3/19/12,957,0,0,23,8,4,35,10.48
53357,1,0,4/15/07,2757,0,0,30,3,0,0,0.49
53417,1,0,5/31/13,519,0,0,13,0,1,0,39.99
54403,1,0,4/3/11,1308,0,0,29,0,2,0,10.93
54703,1,0,3/18/11,1324,0,0,63,4,0,0,0.94
54908,1,0,6/10/12,874,0,0,14,0,2,0,34.98
55013,1,0,2/9/12,996,0,0,19,5,1,0,10.98
55374,1,0,5/6/07,2736,0,0,21,0,2,0,6.99
55617,1,0,7/31/12,823,0,0,24,1,0,0,13.54
55682,1,0,5/17/11,1264,0,0,23,6,1,0,0
55732,1,0,10/20/12,742,0,0,35,1,0,0,0
56132,1,0,2/9/12,996,0,0,20,3,0,0,12.06
56492,1,0,3/21/12,955,0,0,32,0,2,5,8.99
56783,1,0,,41944,0,0,34,4,1,0,5.39
56970,1,0,1/16/10,1750,0,0,24,4,3,0,20.11
56977,1,0,5/25/13,525,0,0,42,0,1,0,0
56990,1,0,10/15/11,1113,0,0,24,0,1,0,11.99
57977,1,0,9/13/12,779,0,0,58,0,2,15,9.99
58739,1,0,4/22/12,923,0,0,20,1,0,0,0
58762,1,1,3/26/12,950,0,0,38,0,1,20,8.09
58782,1,0,7/7/10,1578,0,0,60,3,0,7,0
59874,1,0,4/21/13,559,0,0,50,0,1,0,6.98
60561,1,0,3/27/13,584,0,0,38,0,1,0,4.49
60760,1,0,6/24/12,860,0,0,43,2,1,0,99.98
60769,1,0,5/11/11,1270,0,0,51,0,2,0,41.98
60808,1,0,5/29/12,886,0,0,35,0,1,0,7.98
61142,1,0,10/19/11,1109,0,0,34,0,1,0,6.98
61191,1,0,8/9/11,1180,0,0,55,0,1,0,6.98
61229,1,0,5/23/13,527,0,0,30,0,1,0,3.49
61433,1,0,4/18/12,927,0,0,29,0,1,0,7.48
61605,1,1,5/22/11,1259,0,0,29,1,0,0,0
61655,1,0,4/5/13,575,0,0,25,1,2,0,26.38
62584,1,0,11/26/10,1436,0,0,65,4,4,0,62.95
62898,1,0,6/13/12,871,0,0,26,0,1,0,3.49
63305,1,0,6/22/06,3054,0,0,56,0,2,0,8.99
63428,1,0,2/10/12,995,0,0,30,1,0,0,0.44
63486,1,0,6/16/11,1234,0,0,37,0,1,0,6.99
63673,1,0,5/2/12,913,0,0,40,0,1,0,4.49
63872,1,0,6/1/11,1249,0,0,20,1,1,0,34.39
63925,1,1,5/15/08,2361,0,0,32,4,0,0,2.69
63954,1,0,10/15/11,1113,0,0,29,0,1,0,11.99
64351,1,0,3/14/12,962,0,0,23,0,2,5,8.99
64502,1,0,1/21/12,1015,0,0,28,4,0,10,20.48
64593,1,1,7/19/11,1201,0,0,16,0,1,0,6.98
64712,1,0,2/26/13,613,0,0,19,0,1,0,3.49
64890,1,0,11/23/11,1074,0,0,15,0,1,0,3.49
65169,1,1,2/3/13,636,0,0,25,1,0,8,0
65287,1,0,4/29/11,1282,0,0,20,0,1,0,8.5
65436,1,0,6/19/11,1231,0,0,38,2,0,5,0
66645,1,0,5/24/12,891,0,0,31,0,2,15,7.64
67107,1,0,3/21/11,1321,0,0,22,4,1,0,26.44
67189,1,0,4/24/13,556,0,0,30,3,2,0,0
67417,1,0,6/21/12,863,0,0,45,1,1,0,6.99
67596,1,0,3/30/07,2773,0,0,32,1,0,0,5.99
67610,1,0,3/11/07,2792,0,0,28,1,0,0,0
69113,1,1,9/22/07,2597,0,0,33,2,0,15,0
69654,1,0,3/16/11,1326,0,0,39,1,0,0,0.47
69665,1,1,3/15/12,961,0,0,22,6,1,0,6.29
70061,1,1,1/8/12,1028,0,0,56,3,0,0,0
70552,1,0,4/30/10,1646,0,0,43,2,0,2,0
70973,1,0,5/1/13,549,0,0,38,0,1,0,9.98
70986,1,0,12/17/10,1415,0,0,52,10,1,1,8.99
71307,1,0,4/19/13,561,0,0,20,18,0,0,21.58
71629,1,0,12/29/12,672,0,0,37,0,1,0,54.99
71854,1,0,5/19/10,1627,0,0,36,0,2,0,39.99
71861,1,0,1/6/13,664,0,0,41,1,0,5,0
71938,1,0,6/13/09,1967,0,0,58,0,1,0,4.49
71951,1,0,10/4/10,1489,0,0,22,0,2,0,15.98
72456,1,0,4/13/12,932,0,0,26,1,0,0,0
72960,1,0,5/7/07,2735,0,0,21,3,3,0,120.26
73456,1,0,3/16/12,960,0,0,28,27,0,0,0.49
73506,1,1,6/12/12,872,0,0,53,4,0,0,3.99
73790,1,1,10/27/12,735,0,0,42,3,0,0,0
74017,1,0,5/2/12,913,0,0,26,3,0,0,8.08
74177,1,0,1/28/06,3199,0,0,24,0,2,0,9.99
74361,1,0,5/5/12,910,0,0,25,0,1,0,0
74559,1,0,3/20/01,4974,0,0,35,3,0,0,0.44
75401,1,1,2/23/07,2808,0,0,32,6,1,0,16.37
75800,1,0,3/14/12,962,0,0,25,5,0,0,5.39
76166,1,0,7/15/11,1205,0,0,42,1,0,7,0.47
76473,1,1,2/10/11,1360,0,0,36,1,0,0,0.38
76828,1,0,3/21/08,2416,0,0,31,0,2,0,0
77293,1,0,7/19/07,2662,0,0,51,0,1,0,46.98
77563,1,0,3/3/13,608,0,0,30,1,0,0,0
78297,1,0,5/7/11,1274,0,0,25,0,2,0,6.98
78368,1,0,3/17/12,959,0,0,23,0,3,5,26.97
78402,1,0,2/24/11,1346,0,0,44,0,1,0,0
78540,1,0,12/17/11,1050,0,0,51,1,0,0,0.44
78578,1,0,7/6/11,1214,0,0,42,0,1,0,6.98
78800,1,1,9/4/11,1154,0,0,54,10,1,0,37.98
79168,1,1,2/7/09,2093,0,0,64,5,0,0,56.38
79280,1,1,4/21/13,559,0,0,28,7,0,0,2.39
79734,1,0,3/18/12,958,0,0,51,6,2,0,1.1
80159,1,0,5/17/11,1264,0,0,24,0,3,0,33.47
80206,1,0,1/30/12,1006,0,0,23,4,7,30,10.97
80225,1,1,2/7/11,1363,0,0,23,5,1,0,16.74
80323,1,1,3/3/13,608,0,0,23,0,1,0,0
80336,1,1,4/28/13,552,0,0,29,0,1,0,7.88
80613,1,1,3/15/09,2057,0,0,22,4,0,0,0.44
80694,1,0,5/29/13,521,0,0,22,0,1,0,7.98
80780,1,0,2/27/07,2804,0,0,38,4,0,0,11.87
80940,1,0,3/8/13,603,0,0,23,2,0,0,0
80986,1,0,6/26/11,1224,0,0,24,1,0,0,0
81048,1,1,7/24/11,1196,0,0,20,1,0,1,0
81881,1,0,5/21/11,1260,0,0,52,4,1,0,37.91
82498,1,0,2/14/08,2452,0,0,25,3,2,0,35.89
82794,1,0,1/31/13,639,0,0,36,4,0,0,11.73
84272,1,0,2/11/12,994,0,0,31,0,1,20,7.19
84438,1,0,4/19/06,3118,0,0,25,0,1,0,8.99
84693,1,1,2/1/11,1369,0,0,30,1,0,0,0
84827,1,0,5/3/13,547,0,0,42,1,0,0,0.55
85144,1,0,5/15/13,535,0,0,27,2,1,0,54.91
85965,1,0,6/25/11,1225,0,0,48,3,1,0,20.87
86128,1,0,2/17/10,1718,0,0,22,32,0,0,50.92
86701,1,1,2/7/11,1363,0,0,41,6,0,0,0
87034,1,0,5/22/08,2354,0,0,50,0,2,15,8.99
87339,1,0,4/24/07,2748,0,0,29,2,1,0,52.67
87415,1,0,5/14/12,901,0,0,42,0,3,0,0
88015,1,0,2/27/04,3900,0,0,34,49,1,25,171.35
88029,1,0,4/30/11,1281,0,0,20,0,5,0,0
88412,1,0,4/22/13,558,0,0,41,0,4,0,53.98
88589,1,0,5/20/12,895,0,0,34,0,1,0,4.49
89707,1,0,4/30/08,2376,0,0,22,2,0,0,6.39
90494,1,0,3/27/07,2776,0,0,45,0,2,10,5.59
90558,1,0,10/2/12,760,0,0,36,1,0,0,47.99
90762,1,0,5/7/02,4561,0,0,51,1,0,1,0.47
91042,1,1,7/8/12,846,0,0,52,0,1,0,0
91099,1,0,5/18/13,532,0,0,19,6,0,0,5.59
91216,1,1,10/12/12,750,0,0,19,1,0,0,20.47
91557,1,0,4/5/13,575,0,0,44,1,0,0,6.29
91850,1,0,4/29/13,551,0,0,21,0,2,0,19.97
91903,1,0,6/4/11,1246,0,0,19,0,1,15,0
92381,1,0,3/17/12,959,0,0,46,0,2,0,15.98
93187,1,0,4/26/08,2380,0,0,34,0,1,0,0
93189,1,0,5/23/11,1258,0,0,35,0,2,0,3.49
94389,1,0,5/13/12,902,0,0,17,0,1,0,15.98
95024,1,1,3/14/11,1328,0,0,21,1,0,0,0.47
95171,1,0,5/2/13,548,0,0,25,16,0,10,41.09
96037,1,0,1/22/10,1744,0,0,25,4,1,0,10.48
96334,1,0,5/26/07,2716,0,0,31,0,3,0,80.45
96505,1,0,10/22/09,1836,0,0,33,0,4,0,0
97164,1,0,3/26/12,950,0,0,31,3,5,5,10.34
97197,1,0,4/2/10,1674,0,0,23,0,3,0,26.99
97292,1,0,6/9/07,2702,0,0,34,0,1,0,5.94
98134,1,0,5/19/13,531,0,0,39,0,1,0,19.46
98962,1,0,3/12/11,1330,0,0,30,15,0,0,0.94
99365,1,0,9/17/11,1141,0,0,33,11,0,0,90.68
99398,1,0,3/17/07,2786,0,0,53,0,1,0,0
99577,1,0,5/15/13,535,0,0,41,0,1,0,9.98
99706,1,0,5/17/13,533,0,0,35,3,0,0,5.23
99892,1,0,2/16/12,989,0,0,30,0,1,0,0
100258,1,0,1/15/11,1386,0,0,19,8,5,0,20.37
100286,1,0,3/1/13,610,0,0,35,0,1,0,39.99
100457,1,0,4/9/09,2032,0,0,44,0,1,0,13.98
100945,1,0,3/20/08,2417,0,0,30,11,2,25,92.68
101528,1,0,1/26/12,1010,0,0,43,1,0,0,44.96
102086,1,0,4/12/08,2394,0,0,39,0,2,0,0
102273,1,0,6/9/11,1241,0,0,29,26,0,11,11.28
102536,1,0,2/15/08,2451,0,0,19,3,3,40,30.86
102572,1,0,3/5/13,606,0,0,47,2,0,0,0
102672,1,0,4/22/12,923,0,0,21,0,2,0,4.49
103222,1,0,10/4/12,758,0,0,33,7,1,0,0
103437,1,1,3/14/13,597,0,0,20,1,0,0,3.99
103491,1,0,2/14/13,625,0,0,23,0,1,0,3.49
103656,1,0,1/28/06,3199,0,0,39,45,0,0,81.25
103985,1,0,9/25/09,1863,0,0,29,8,1,0,18.25
104305,1,0,3/15/13,596,0,0,24,1,1,0,1.23
104640,1,0,4/23/13,557,0,0,48,4,0,0,2.69
104938,1,0,5/22/12,893,0,0,57,0,1,0,7.98
105026,1,0,8/30/11,1159,0,0,25,0,2,5,10.48
105029,1,0,2/14/13,625,0,0,18,1,1,0,0
105478,1,1,3/2/12,974,0,0,22,1,0,0,2
105584,1,0,4/7/11,1304,0,0,31,8,1,0,3.96
105721,1,0,2/7/12,998,0,0,20,3,0,0,0.44
105744,1,0,4/20/12,925,0,0,15,0,1,0,9.48
106149,1,1,6/15/12,869,0,0,20,3,0,0,15.86
106930,1,0,4/11/07,2761,0,0,56,1,1,0,20.98
107048,1,0,3/5/07,2798,0,0,57,13,0,0,7.65
107364,1,0,9/13/12,779,0,0,19,8,0,0,42.35
107381,1,0,4/24/11,1287,0,0,14,0,5,0,49.99
107411,1,0,6/29/11,1221,0,0,30,1,4,1,18.97
2,2,0,8/8/11,1181,0,0,34,0,2,0,22.99
27,2,1,1/21/02,4667,0,0,58,2,0,0,0
132,2,1,3/24/13,587,0,0,31,1,0,0,0
285,2,1,3/15/11,1327,0,0,56,13,3,0,39.46
601,2,0,11/25/05,3263,0,0,47,5,2,0,11.46
752,2,0,7/26/02,4481,0,0,34,0,2,15,40.37
754,2,0,4/19/11,1292,0,0,21,0,1,0,3.49
925,2,0,4/10/11,1301,0,0,19,1,0,0,0
986,2,0,4/27/12,918,0,0,18,1,1,0,0
1070,2,0,5/2/12,913,0,0,53,0,2,0,0
1222,2,0,3/18/02,4611,0,0,28,3,0,14,10.42
1261,2,1,2/26/09,2074,0,0,26,4,0,0,10.15
1274,2,0,5/5/11,1276,0,0,19,0,1,0,3.49
1586,2,1,5/6/11,1275,0,0,47,4,1,0,2.69
2090,2,1,2/25/12,980,0,0,25,2,1,0,7.54
2202,2,0,5/26/08,2350,0,0,55,4,0,0,22.1
2291,2,0,5/25/02,4543,0,0,39,7,0,0,0
2674,2,0,2/18/11,1352,0,0,45,3,0,0,2.24
2871,2,0,3/24/12,952,0,0,31,0,1,0,8.99
2998,2,1,3/25/02,4604,0,0,54,1,0,0,53.99
3160,2,1,2/9/11,1361,0,0,27,4,0,0,0.38
3173,2,0,9/2/10,1521,0,0,36,10,3,0,97.83
3306,2,0,10/6/04,3678,0,0,28,0,2,5,3.49
3447,2,0,8/4/11,1185,0,0,15,0,1,0,3.49
3475,2,1,10/12/04,3672,0,0,36,1,0,0,0
3513,2,1,8/2/04,3743,0,0,57,3,0,0,6.99
3610,2,0,3/21/12,955,0,0,20,0,1,0,4.49
3777,2,0,10/28/11,1100,0,0,22,1,1,0,2.69
4534,2,0,11/15/11,1082,0,0,19,1,1,0,0
4555,2,1,2/2/13,637,0,0,26,1,3,20,60.26
4557,2,1,9/13/12,779,0,0,23,21,0,1,0.88
4652,2,0,2/12/10,1723,0,0,22,0,1,0,4.49
5074,2,0,4/20/05,3482,0,0,32,0,2,0,7.68
5222,2,0,6/3/12,881,0,0,60,0,1,0,9.99
5516,2,0,3/7/03,4257,0,0,32,3,0,0,12.92
5621,2,0,3/27/12,949,0,0,37,1,1,10,6.49
5882,2,0,5/29/11,1252,0,0,13,0,8,10,114.97
6176,2,1,9/6/11,1152,0,0,21,19,2,0,6.57
6264,2,0,5/10/03,4193,0,0,30,22,4,15,251.86
6330,2,0,7/29/09,1921,0,0,27,0,1,0,6.99
6353,2,0,3/19/10,1688,0,0,37,1,0,0,10.54
6736,2,0,9/16/11,1142,0,0,23,2,2,20,12.27
6776,2,0,4/18/07,2754,0,0,37,0,1,0,9.99
6779,2,0,12/15/01,4704,0,0,28,0,1,0,0
6859,2,0,4/29/11,1282,0,0,51,0,1,0,30.46
6935,2,1,2/7/11,1363,0,0,46,8,0,0,0.76
7101,2,0,4/29/11,1282,0,0,69,0,1,0,3.49
7156,2,0,3/24/02,4605,0,0,49,1,5,0,0
7354,2,1,3/8/12,968,0,0,36,16,1,5,0
7477,2,0,3/3/07,2800,0,0,34,4,7,0,2.69
7493,2,0,2/12/12,993,0,0,20,1,0,0,7.98
7610,2,1,4/26/13,554,0,0,30,5,0,0,49.28
7713,2,0,9/28/09,1860,0,0,49,0,1,20,21.59
7724,2,0,1/28/07,2834,0,0,23,1,0,0,0.44
7768,2,0,10/10/12,752,0,0,18,0,0,0,736.31
7934,2,1,5/12/02,4556,0,0,51,5,1,0,39.26
7938,2,0,5/3/11,1278,0,0,20,0,1,0,6.98
8054,2,0,4/13/11,1298,0,0,25,0,3,0,23.97
8132,2,0,4/21/13,559,0,0,31,1,1,0,10.54
8594,2,1,4/8/11,1303,0,0,55,22,0,0,15.29
8623,2,0,9/12/11,1146,0,0,22,1,0,0,6.99
8768,2,0,2/9/12,996,0,0,55,13,1,20,47.99
9422,2,0,1/18/04,3940,0,0,21,2,0,0,0.94
9642,2,0,9/17/11,1141,0,0,21,0,1,0,0
9705,2,0,12/28/03,3961,0,0,30,4,0,20,11.93
9730,2,0,5/4/11,1277,0,0,19,0,2,0,8.49
10099,2,0,2/27/02,4630,0,0,33,0,1,0,0
10165,2,0,2/1/04,3926,0,0,75,1,3,0,13.48
10227,2,0,2/23/02,4634,0,0,26,37,5,5,110.62
10263,2,1,3/13/12,963,0,0,19,4,0,0,12.52
10440,2,0,3/12/13,599,0,0,22,0,1,0,6.98
10658,2,1,7/23/12,831,0,0,31,3,0,0,0
10836,2,1,5/25/12,890,0,0,25,2,0,6,0.47
10931,2,0,3/29/12,947,0,0,15,0,1,0,8.99
11015,2,0,3/31/11,1311,0,0,30,0,1,0,0
11022,2,1,2/6/12,999,0,0,21,3,0,0,0.44
11034,2,0,4/12/13,568,0,0,28,1,0,0,0
11081,2,0,2/22/12,983,0,0,48,0,1,0,8.99
11208,2,0,2/27/12,978,0,0,22,4,0,0,5.99
11417,2,0,3/18/11,1324,0,0,57,0,1,0,5
11537,2,0,9/21/11,1137,0,0,18,0,5,0,74.98
11722,2,0,5/8/09,2003,0,0,52,0,1,0,0
11766,2,0,4/17/10,1659,0,0,23,2,1,0,12.38
12102,2,0,8/7/12,816,0,0,17,0,1,0,8.99
12217,2,1,4/18/04,3849,0,0,49,11,0,20,0.47
12342,2,0,12/22/01,4697,0,0,46,0,1,0,3.49
12355,2,0,5/17/11,1264,0,0,26,0,1,0,6.98
12638,2,0,4/15/13,565,0,0,30,0,1,0,6.98
12653,2,0,3/19/11,1323,0,0,17,2,1,0,12.54
13058,2,0,2/24/02,4633,0,0,52,4,6,0,7.69
13246,2,0,2/14/06,3182,0,0,26,3,0,0,0.44
13314,2,0,3/4/11,1338,0,0,38,0,1,0,9.99
13512,2,0,11/19/08,2173,0,0,31,1,4,0,5.99
13711,2,1,8/11/07,2639,0,0,49,7,0,0,76.95
13808,2,0,3/14/05,3519,0,0,28,0,2,0,3.49
14136,2,0,5/25/13,525,0,0,12,0,1,0,39.99
14161,2,0,3/28/02,4601,0,0,53,1,0,0,0.55
14201,2,0,2/25/03,4267,0,0,26,1,0,0,0.47
14232,2,0,10/24/12,738,0,0,29,0,1,0,4.49
14431,2,0,2/21/11,1349,0,0,20,2,0,0,35.38
