UIDClient,UIDStoreLocation,Gender,DateJoined,DaysSinceJoined,MembershipType,MembershipLevel,Age,UVTans,SunlessTans,UpgradeRevenue,RetailRevenue
64737,3,0,10/26/12,736,1,1,49,34,0,0,25.4
65014,3,0,8/27/08,2257,1,1,24,71,0,98,155.2
65159,3,1,1/14/04,3944,1,3,38,397,0,0,11.18
65319,3,0,1/7/04,3951,1,4,27,36,25,0,100.97
65531,3,0,4/7/08,2399,1,1,23,53,1,55,75.47
65564,3,0,5/26/11,1255,1,1,32,5,0,12,40.37
66185,3,0,4/4/11,1307,1,1,45,71,0,0,35.78
66317,3,0,9/12/04,3702,1,2,28,12,4,0,31.17
66754,3,1,4/27/12,918,1,2,48,107,0,42,332.84
66881,3,0,4/26/06,3111,1,2,20,63,0,9,36.25
67194,3,0,9/24/07,2595,1,1,28,11,1,8,44.78
67427,3,0,10/17/04,3667,1,1,38,0,125,0,16.39
67458,3,1,7/15/05,3396,1,1,38,31,0,5,32.13
67621,3,1,12/31/05,3227,1,1,29,7,5,20,0
67706,3,0,11/1/08,2191,1,3,18,61,3,42,7.54
67766,3,0,5/16/03,4187,1,1,57,4,0,0,72.92
68088,3,0,5/26/08,2350,1,2,26,91,0,20,205.71
68109,3,0,2/19/11,1351,1,1,22,98,19,138,476.55
68434,3,0,3/12/04,3886,1,3,37,24,0,0,71.97
68692,3,0,3/12/12,964,1,1,18,10,0,0,2.39
68719,3,0,3/26/11,1316,1,4,22,0,11,15,69.64
69372,3,1,3/19/09,2053,1,1,27,24,6,40,21.27
69753,3,0,3/20/10,1687,1,2,23,78,1,22,0
69775,3,0,5/13/05,3459,1,4,28,14,17,10,83.69
69834,3,0,12/22/05,3236,1,1,23,306,0,135,238.87
69956,3,0,2/10/08,2456,1,1,25,50,9,45,77.43
70019,3,0,2/7/12,998,1,1,44,19,0,0,121.44
70022,3,0,7/29/05,3382,1,4,36,0,13,40,39.97
70276,3,0,11/29/09,1798,1,1,19,4,1,8,23.99
70398,3,0,4/9/05,3493,1,1,53,173,0,58,20.24
71847,3,0,2/2/04,3925,1,3,33,19,0,0,44.8
72198,3,0,5/22/10,1624,1,1,58,0,39,0,38.22
72267,3,0,7/30/12,824,1,2,47,19,0,0,22.35
72327,3,0,12/27/01,4692,1,1,32,14,14,40,6.91
72396,3,0,2/14/02,4643,1,2,39,19,0,0,181.55
72768,3,0,4/24/05,3478,1,3,48,16,0,0,0
72811,3,0,3/13/11,1329,1,1,17,50,1,68,4.94
72966,3,0,12/15/11,1052,1,1,17,22,0,20,19.99
73999,3,1,6/4/11,1246,1,1,28,26,0,31,2.95
74231,3,0,6/15/12,869,1,4,27,8,1,0,130.9
74339,3,0,1/13/13,657,1,1,18,25,0,0,6
74504,3,0,3/16/03,4248,1,3,58,66,0,0,194.55
74679,3,1,6/29/12,855,1,1,31,1,0,0,45.78
74739,3,0,8/31/10,1523,1,1,25,42,14,55,46.53
74843,3, ,3/17/03,4247,1,2,29,10,0,0,59.99
75088,3,0,3/21/07,2782,1,2,35,5,1,0,13.18
76120,3,0,3/18/03,4246,1,4,48,14,0,0,58.42
76272,3,0,11/20/04,3633,1,2,38,148,11,39,831.95
76279,3,0,4/25/13,555,1,2,29,5,0,0,30.38
76458,3,0,6/9/04,3797,1,1,53,21,0,45,10
76963,3,1,12/15/05,3243,1,1,50,43,0,20,37.34
77245,3,1,3/14/09,2058,1,4,54,364,0,0,2539.2
77347,3,0,9/18/02,4427,1,1,52,0,132,1255,165.65
77440,3,0,12/20/10,1412,1,1,26,10,0,0,0.47
77472,3,0,2/22/08,2444,1,4,28,44,16,30,129.75
77530,3,0,6/26/01,4876,1,1,35,56,6,35,151.47
77663,3,0,3/4/08,2433,1,4,20,21,1,0,84.51
77682,3,0,3/13/12,963,1,1,31,6,8,0,65.62
77709,3,0,3/18/12,958,1,4,37,19,22,42,84.52
77751,3,0,7/9/09,1941,1,4,36,33,1,0,20.57
77921,3,0,2/6/12,999,1,1,30,11,1,5,58.11
77952,3,1,9/12/01,4798,1,1,31,78,0,0,234.4
78100,3,1,1/5/05,3587,1,3,26,127,0,21,180.55
78129,3,0,3/29/12,947,1,3,20,12,0,0,53.22
78217,3,0,3/7/11,1335,1,1,29,19,0,10,0
78367,3,0,3/11/12,965,1,1,16,24,2,0,62.21
78736,3,1,1/24/12,1012,1,1,68,30,1,0,0.49
79647,3,0,12/29/10,1403,1,1,23,23,0,42,93.94
79849,3,0,4/2/07,2770,1,2,36,11,0,2,38.19
79866,3,0,2/24/06,3172,1,1,49,35,5,25,96.27
79911,3,0,3/15/03,4249,1,1,28,9,0,0,0.82
80155,3,1,2/8/11,1362,1,4,27,32,8,15,236.65
80321,3,0,12/1/08,2161,1,1,23,29,0,1,36.56
81145,3,0,4/18/12,927,1,4,19,5,2,0,97.53
81494,3,0,7/20/08,2295,1,2,58,41,1,0,2.39
81978,3,0,2/12/09,2088,1,1,36,10,0,0,12.78
82131,3,0,3/8/12,968,1,1,18,12,0,0,2.39
82189,3,0,1/7/04,3951,1,1,58,14,0,0,0
82524,3,0,2/1/00,5387,1,4,47,119,19,0,213.15
82649,3,0,4/27/06,3110,1,2,41,34,0,0,173.56
83010,3,0,2/3/11,1367,1,2,26,6,0,0,4.79
83022,3,0,4/30/13,550,1,1,42,16,0,0,9.82
83043,3,0,11/25/07,2533,1,2,40,7,0,10,1.99
83333,3,0,4/18/07,2754,1,1,28,30,10,10,156.7
83433,3,0,2/18/13,621,1,1,19,15,0,0,16.42
84081,3,0,4/22/05,3480,1,4,47,16,13,5,99.62
84138,3,0,3/29/13,582,1,1,38,1,0,0,26.38
84503,3,1,2/19/12,986,1,1,21,10,0,0,13.42
84539,3,0,3/16/11,1326,1,3,35,6,1,0,24.35
84756,3,0,4/14/12,931,1,1,65,22,4,15,4.39
84767,3,0,9/25/05,3324,1,1,34,8,0,0,15
85377,3,0,7/27/11,1193,1,1,29,12,0,0,0
85574,3,0,7/17/05,3394,1,1,25,151,9,42,92.19
85595,3,0,2/5/05,3556,1,1,29,17,3,15,61.66
85662,3,0,9/20/10,1503,1,1,21,37,0,35,100.87
85696,3,0,12/10/12,691,1,1,24,17,2,8,10.23
85864,3,0,2/26/11,1344,1,1,17,16,7,0,64.56
86039,3,0,3/27/13,584,1,1,45,18,0,0,12.38
86730,3,0,12/13/11,1054,1,2,24,27,1,25,25.55
86889,3,0,7/8/01,4864,1,1,56,103,23,353,126.76
86958,3,0,3/5/09,2067,1,3,32,55,0,0,80.49
87136,3,0,1/17/06,3210,1,2,29,129,0,68,295.4
87223,3,0,11/8/10,1454,1,1,27,33,12,82,27.93
87226,3,0,11/17/11,1080,1,1,25,43,3,32,117.32
87418,3,1,4/28/12,917,1,1,20,4,0,0,2.39
87517,3,0,4/5/09,2036,1,1,57,0,6,0,32.99
87616,3,1,3/31/05,3502,1,1,49,141,0,13,143.95
87717,3,0,11/10/12,721,1,1,43,19,1,8,35.11
88283,3,0,2/19/09,2081,1,1,30,94,0,0,172.93
88340,3,0,2/8/08,2458,1,1,27,11,0,0,3.54
88585,3,1,7/13/11,1207,1,1,23,40,0,3,42.36
88685,3,0,9/1/01,4809,1,1,61,0,22,0,271.38
89503,3,0,1/19/08,2478,1,1,22,16,4,8,107.05
89745,3,0,5/18/04,3819,1,1,32,54,0,80,46.78
89952,3,0,3/19/02,4610,1,1,54,13,2,5,9.99
90031,3,0,2/10/06,3186,1,1,25,0,33,0,29.02
90149,3,1,9/15/08,2238,1,2,25,29,0,0,4.42
90238,3,1,5/19/12,896,1,2,47,146,1,8,171.76
90247,3,0,8/25/11,1164,1,1,26,24,0,2,37.26
90508,3,0,3/6/04,3892,1,2,31,8,3,15,16.83
90569,3,0,3/29/04,3869,1,1,29,3,0,0,5.59
90699,3,0,3/29/10,1678,1,1,25,15,0,0,129.32
91136,3,0,3/23/11,1319,1,1,28,25,0,10,49.88
91245,3,0,4/5/06,3132,1,1,40,34,4,20,17.31
91368,3,0,12/19/11,1048,1,1,26,49,34,15,17.71
91536,3,1,4/6/07,2766,1,1,54,96,0,0,2.12
91562,3,0,3/13/11,1329,1,1,27,8,0,0,12.78
91594,3,0,4/8/07,2764,1,1,48,13,0,12,59.3
92058,3,0,4/19/09,2022,1,4,54,2,26,0,105.66
92146,3,0,1/5/10,1761,1,1,27,4,3,5,13.48
92299,3,1,3/1/11,1341,1,1,20,11,0,0,5.59
92553,3,0,2/16/10,1719,1,4,35,19,0,0,125.34
92719,3,0,12/26/11,1041,1,1,24,55,1,0,27.01
92785,3,0,11/30/01,4719,1,4,25,130,0,41,20
92812,3,0,3/30/04,3868,1,1,45,11,0,0,89.48
92977,3,0,2/7/03,4285,1,1,39,72,7,125,221.43
93073,3,0,4/3/08,2403,1,2,29,13,0,0,232.69
93283,3,0,8/29/09,1890,1,1,55,11,1,0,48.98
93552,3,0,8/27/09,1892,1,1,22,88,5,45,71.64
93880,3,0,12/16/02,4338,1,1,30,41,0,35,83.96
94192,3,0,3/13/04,3885,1,4,41,1,29,45,1
94197,3,0,5/15/03,4188,1,2,41,4,61,555,266.35
94760,3,0,1/10/04,3948,1,1,27,215,8,5,86.53
94877,3,0,3/26/10,1681,1,2,30,47,0,5,127.62
95523,3,0,1/30/06,3197,1,1,42,41,0,2,0
96151,3,0,12/18/04,3605,1,2,29,27,0,0,91.27
96251,3,1,12/16/12,685,1,1,22,28,0,0,72.37
96460,3,0,4/26/12,919,1,1,23,5,1,0,5.82
96547,3,0,7/25/07,2656,1,3,26,15,0,0,68.88
96676,3,0,4/10/02,4588,1,1,40,30,0,0,0.38
96811,3,0,1/25/09,2106,1,1,19,16,1,0,1.51
96828,3,0,4/28/12,917,1,2,36,4,0,0,22.09
96838,3,0,2/10/11,1360,1,1,24,33,1,180,124.75
96872,3,0,8/15/08,2269,1,1,35,3,128,0,186.12
97241,3,1,7/17/12,837,1,1,28,13,0,0,0.44
97642,3,0,1/9/11,1392,1,1,38,41,0,0,105.81
97756,3,0,6/5/12,879,1,1,21,64,0,0,82.29
97774,3,1,7/1/06,3045,1,3,40,33,0,0,47.44
98006,3,0,3/26/12,950,1,1,19,12,0,15,3.49
98448,3,0,4/15/06,3122,1,4,22,286,10,1,285.29
98770,3,1,2/20/03,4272,1,2,32,9,0,0,28.37
99333,3,1,2/6/09,2094,1,4,32,9,9,0,153.97
99574,3,1,2/6/11,1364,1,4,33,27,2,5,79.72
99704,3,0,3/16/06,3152,1,1,28,6,0,0,4.78
99707,3,1,2/11/10,1724,1,2,23,13,0,1,117.56
99728,3,1,12/27/04,3596,1,1,30,47,0,6,7.04
99954,3,0,5/7/05,3465,1,1,27,28,23,30,157.14
100180,3,0,6/21/03,4151,1,3,40,14,0,0,22.69
100570,3,0,5/24/03,4179,1,1,53,48,4,16,46.4
100831,3,0,5/21/01,4912,1,3,61,12,0,8,34.42
100900,3,0,5/10/12,905,1,1,17,8,1,2,4.49
101432,3,0,5/9/07,2733,1,1,26,26,0,2,45.96
101606,3,0,6/6/11,1244,1,1,50,20,0,0,59.99
101706,3,0,1/5/12,1031,1,2,41,55,0,0,88.6
102114,3,0,6/10/03,4162,1,1,23,55,4,32,131.88
102533,3,0,1/22/05,3570,1,1,24,15,8,0,6.03
103134,3,1,10/27/12,735,1,3,48,76,0,22,102.26
103675,3,0,4/5/08,2401,1,2,35,16,0,0,0
103810,3,0,1/8/08,2489,1,1,20,29,7,0,7.11
103853,3,0,4/28/10,1648,1,1,48,0,5,0,8.7
104003,3,0,4/11/06,3126,1,1,39,17,0,8,72.64
104229,3,0,7/6/07,2675,1,1,33,7,0,0,6.29
104482,3,0,4/24/01,4939,1,1,52,34,2,10,160.8
104491,3,0,2/13/08,2453,1,1,26,138,0,116,275
104867,3,0,6/15/01,4887,1,2,51,61,0,0,125.45
104935,3,0,3/11/06,3157,1,1,31,12,2,0,64.13
105220,3,0,4/1/02,4597,1,1,60,2,0,0,8.98
105997,3,0,3/20/06,3148,1,1,30,56,2,22,63.71
106093,3,1,4/21/08,2385,1,1,63,246,0,0,0
106128,3,0,1/26/04,3932,1,1,24,125,11,176,115.71
106174,3,0,12/29/12,672,1,2,21,23,0,0,29.19
106177,3,0,12/14/09,1783,1,1,36,98,0,0,7.98
106793,3,0,9/11/03,4069,1,1,43,28,0,0,36.18
106922,3,0,12/14/05,3244,1,2,24,221,0,0,74.62
107025,3,1,1/5/08,2492,1,2,57,24,0,0,5.59
107122,3,0,5/23/07,2719,1,4,37,1,5,20,8.46
107210,3,0,2/3/06,3193,1,2,26,67,0,5,131.92
107369,3,0,1/15/02,4673,1,2,34,10,2,0,53.56
107434,3,0,10/3/06,2951,1,1,42,19,0,0,144.09
4,4,0,3/15/11,1327,1,1,21,26,2,14,47.75
308,4,0,3/18/11,1324,1,1,28,66,2,3,18.86
544,4,0,2/29/04,3898,1,1,49,15,0,0,56.73
627,4,0,2/16/10,1719,1,2,26,5,0,5,285.11
694,4,0,2/28/12,977,1,1,20,6,1,0,30.98
736,4,0,5/24/02,4544,1,3,40,3,0,0,44.78
840,4,0,1/8/10,1758,1,1,18,64,2,38,43.69
881,4,0,10/29/09,1829,1,2,23,30,0,8,58.94
1333,4, ,8/26/09,1893,1,4,24,0,12,0,0
1468,4,1,3/6/12,970,1,3,50,22,0,0,42.43
1622,4,0,5/18/11,1263,1,4,74,4,11,0,180.95
2058,4,0,3/25/09,2047,1,1,45,36,0,0,15.57
2100,4,0,5/2/11,1279,1,4,30,22,2,0,70.22
2421,4,1,2/20/11,1350,1,1,31,17,0,5,0.55
2480,4,0,3/5/13,606,1,1,22,5,0,0,117.74
2537,4,0,5/27/09,1984,1,3,25,33,0,1,126.81
2747,4,0,2/3/11,1367,1,4,18,34,2,10,155.45
2835,4,0,4/18/11,1293,1,1,49,9,0,1,65.32
2890,4,0,11/7/03,4012,1,1,25,28,0,0,123.43
2990,4,0,11/19/12,712,1,2,40,15,0,0,43.99
3125,4,0,9/11/10,1512,1,1,41,24,0,0,0.88
3146,4,0,2/1/13,638,1,2,33,15,0,0,52.4
3179,4,0,2/9/10,1726,1,1,30,61,0,54,35.58
3269,4,0,2/28/05,3533,1,2,49,10,0,0,40.19
3705,4,0,2/13/11,1357,1,1,24,147,4,285,273.08
3726,4,0,7/30/12,824,1,3,18,39,0,5,51.57
3748,4,0,1/9/09,2122,1,4,46,28,12,0,142.25
3755,4,0,4/6/10,1670,1,4,50,0,9,25,17
4161,4,0,3/21/11,1321,1,2,40,29,7,38,67.68
4465,4,0,8/29/11,1160,1,3,23,89,4,78,373.43
4811,4,0,11/19/12,712,1,2,31,17,0,0,43.99
5614,4,0,,41944,1,2,51,4,0,12,59.62
6145,4,1,8/14/06,3001,1,1,22,23,0,0,0.99
6198,4,0,3/14/13,597,1,3,41,3,0,0,2.94
6550,4,0,5/28/10,1618,1,3,20,23,0,0,140.3
6573,4,0,10/27/11,1101,1,1,27,1,0,0,2.39
6735,4,0,,41944,1,4,59,33,0,0,209.88
7047,4,0,2/7/12,998,1,1,51,29,3,0,24.17
7463,4,0,12/12/11,1055,1,1,23,55,1,0,123.67
7593,4,0,6/22/11,1228,1,1,25,4,0,0,42.38
7954,4,0,4/12/04,3855,1,2,23,13,0,5,31.99
8256,4,0,3/7/10,1700,1,1,23,11,3,38,15.05
8322,4,0,6/10/10,1605,1,2,53,11,0,30,12.99
8503,4,0,6/17/12,867,1,3,30,12,0,0,26.38
8507,4,0,2/28/13,611,1,1,23,21,0,0,0
9321,4,0,3/21/06,3147,1,1,22,21,3,8,26.87
9367,4,1,1/27/12,1009,1,2,29,37,0,0,80.46
9409,4,0,5/10/12,905,1,1,19,24,3,0,62.45
9516,4,1,12/16/11,1051,1,2,53,32,0,0,12.57
9663,4,0,12/5/11,1062,1,1,34,10,16,10,4.79
10372,4,1,3/14/10,1693,1,1,60,32,0,25,0
11448,4,0,3/31/11,1311,1,4,19,16,8,54,7.54
11675,4,0,9/29/11,1129,1,1,17,3,0,0,22.21
11950,4,0,6/29/10,1586,1,4,39,26,5,5,189.56
12602,4,1,3/17/11,1325,1,1,20,60,0,25,11.47
12876,4,0,2/8/03,4284,1,2,26,13,1,0,55.97
12982,4,0,2/16/11,1354,1,4,30,97,0,78,226.36
13077,4,0,7/24/12,830,1,2,26,42,2,20,9.09
13749,4,0,10/9/11,1119,1,1,45,93,0,40,105.33
13759,4,0,3/24/11,1318,1,1,33,9,0,0,8.38
14316,4,0,1/27/11,1374,1,2,46,58,0,25,13.61
14789,4,0,2/19/12,986,1,2,35,6,0,0,51.68
15402,4,0,6/3/10,1612,1,1,24,24,15,38,67.52
15480,4,1,12/5/11,1062,1,1,25,28,0,0,97.67
15492,4,0,12/22/12,679,1,3,29,19,0,0,131.51
15588,4,0,2/10/13,629,1,1,31,13,0,0,39.78
15700,4,0,1/24/10,1742,1,1,58,31,0,15,87.25
15732,4,0,12/16/12,685,1,1,47,63,0,20,73.49
16050,4,1,11/17/10,1445,1,2,30,22,0,0,0
16066,4,0,3/11/10,1696,1,1,42,44,24,130,30.63
16340,4,0,7/5/09,1945,1,1,28,22,1,0,57.98
16662,4,0,3/10/11,1332,1,4,52,17,2,5,45.32
17040,4,1,4/16/10,1660,1,3,31,47,0,15,10.54
17099,4,0,5/17/10,1629,1,3,43,3,1,20,27.98
17187,4,1,3/8/12,968,1,3,17,67,0,40,106.18
17292,4,0,7/24/10,1561,1,4,49,0,20,30,87.96
17306,4,0,4/1/13,579,1,2,62,12,0,10,29.99
17338,4,1,3/4/13,607,1,2,42,9,0,0,10.18
17963,4,0,7/20/10,1565,1,3,58,63,0,0,483.39
18350,4,0,2/4/08,2462,1,2,23,28,0,28,56.24
18662,4,0,10/12/10,1481,1,3,41,64,1,0,65.24
18730,4,0,4/3/03,4230,1,4,47,29,26,50,130.34
18737,4,0,3/19/08,2418,1,1,25,13,7,82,86.95
19109,4,0,1/10/10,1756,1,1,19,105,1,270,178.84
19189,4,0,4/3/03,4230,1,2,29,86,2,18,299.1
19473,4,0,2/8/10,1727,1,1,51,68,1,8,28.97
19672,4,0,8/26/10,1528,1,1,26,32,4,25,160.8
19726,4,0,10/19/11,1109,1,4,18,23,46,140,238.87
19770,4,0,3/2/11,1340,1,1,24,58,0,5,116.47
19983,4,0,5/8/10,1638,1,2,38,0,5,28,29.99
20993,4,0,5/21/10,1625,1,3,33,34,5,82,73.19
21032,4,0,4/23/12,922,1,3,46,14,0,0,80.41
21275,4,1,9/27/10,1496,1,1,48,61,0,0,0
21415,4,0,11/27/09,1800,1,1,30,92,5,61,190.62
21602,4,0,12/14/12,687,1,1,21,31,2,10,65.71
21639,4,1,4/16/11,1295,1,2,60,10,46,20,39.99
22015,4,0,4/11/05,3491,1,2,49,51,0,40,68.44
22336,4,0,5/15/11,1266,1,4,20,88,0,65,276.29
22990,4,0,3/23/10,1684,1,4,22,24,0,30,96.97
23562,4,0,7/19/10,1566,1,4,46,0,57,5,1
24721,4,0,3/31/09,2041,1,2,26,23,0,0,39.99
24807,4,0,3/25/12,951,1,4,49,1,11,0,58.52
24826,4,0,8/26/10,1528,1,1,27,4,3,0,47.29
27429,4,0,12/5/10,1427,1,3,17,5,1,10,8.98
27675,4,0,8/13/10,1541,1,2,22,16,0,10,102.36
28363,4,0,10/28/10,1465,1,2,31,204,2,79,276.59
28511,4,1,5/4/11,1277,1,3,47,30,0,22,151.5
28738,4,0,1/31/12,1005,1,4,42,41,2,0,83.5
29083,4,0,4/2/11,1309,1,2,52,49,0,8,12.98
29436,4,1,6/10/10,1605,1,2,26,7,0,0,0.44
29620,4,0,2/26/12,979,1,1,46,10,1,0,8.87
29809,4,1,6/15/12,869,1,3,19,50,2,30,64.35
29840,4,0,5/31/11,1250,1,2,23,39,1,30,116.84
29841,4,1,11/17/11,1080,1,2,30,15,2,0,64.48
29876,4,0,1/30/11,1371,1,4,39,55,2,0,78.98
30092,4,0,3/1/09,2071,1,4,36,6,0,0,14.05
30173,4,0,3/4/13,607,1,1,20,9,1,0,41.09
30566,4,0,4/19/10,1657,1,4,31,5,1,10,47.98
31199,4,0,3/30/12,946,1,4,15,12,10,0,45.5
31378,4,1,3/13/13,598,1,4,56,17,0,0,98.72
32142,4,0,2/15/12,990,1,1,35,5,1,0,30.88
32595,4,0,2/24/09,2076,1,1,23,61,2,42,169.6
32935,4,0,8/23/10,1531,1,1,25,56,0,39,24.01
33125,4,0,3/10/12,966,1,2,27,23,0,0,69.98
33223,4,1,5/7/11,1274,1,3,52,130,0,230,529.43
33594,4,0,8/20/12,803,1,3,34,42,5,45,35.95
33679,4,0,3/6/10,1701,1,3,40,118,0,30,98.98
33740,4,0,3/17/10,1690,1,4,44,9,7,0,230.27
33962,4,0,10/20/11,1108,1,1,64,3,1,0,2.39
33965,4,0,7/9/11,1211,1,2,39,189,0,8,168.77
34003,4,0,2/18/13,621,1,1,50,18,0,90,208.5
34225,4,0,1/14/10,1752,1,4,39,0,6,0,23.98
34281,4,0,4/8/12,937,1,3,16,20,0,0,59.98
34535,4,0,4/7/10,1669,1,4,38,0,9,0,30.78
34602,4,1,12/22/10,1410,1,2,19,25,5,0,0
34829,4,0,3/11/12,965,1,1,19,21,0,0,37.49
35182,4,0,3/13/08,2424,1,2,47,54,0,90,158.76
35234,4,0,2/5/13,634,1,1,19,19,0,5,37.41
35295,4,0,7/13/10,1572,1,1,21,26,0,11,9.75
35501,4,0,10/29/09,1829,1,2,25,19,0,8,72.69
35568,4,0,5/18/10,1628,1,4,23,205,4,76,247.88
35671,4,1,6/20/11,1230,1,2,32,12,0,0,0
35798,4,0,3/28/09,2044,1,2,42,35,0,5,75.78
35963,4,1,4/19/12,926,1,2,47,10,0,0,16.74
36254,4,0,11/20/12,711,1,1,45,11,0,0,0
36517,4,0,1/13/13,657,1,1,28,29,0,75,22.07
37210,4,0,6/4/09,1976,1,4,40,0,55,95,77.97
37810,4,0,,41944,1,1,43,6,0,0,2.39
38624,4,0,1/15/13,655,1,3,46,16,0,0,56.98
38909,4,1,1/2/10,1764,1,1,25,4,2,5,33.98
39775,4,0,2/23/10,1712,1,3,35,5,0,0,49.99
39926,4,0,11/19/10,1443,1,4,48,2,3,8,0
39931,4,1,2/19/12,986,1,1,19,6,0,0,0
40077,4,0,6/27/11,1223,1,3,26,1,0,0,11.98
40100,4,0,4/30/11,1281,1,4,49,3,6,5,24.37
40121,4,0,3/22/10,1685,1,1,38,16,0,0,0
40613,4,1,8/24/11,1165,1,2,25,159,4,1,38.25
40710,4,0,6/11/10,1604,1,4,28,2,4,0,2.69
40714,4,0,3/24/11,1318,1,1,40,17,7,68,15.28
41112,4,0,4/29/11,1282,1,1,46,16,0,0,36.12
41369,4,0,6/4/10,1611,1,4,46,49,0,0,116.84
41458,4,0,5/6/10,1640,1,4,47,66,18,60,264.04
41866,4,0,2/15/11,1355,1,2,28,56,0,22,89.08
41967,4,0,6/29/10,1586,1,4,45,0,2,5,0
42154,4,1,3/23/10,1684,1,3,21,89,0,1,91.21
42558,4,0,6/4/11,1246,1,4,34,23,5,5,57.57
43008,4,0,,41944,1,3,43,44,0,0,23.99
43070,4,0,7/26/11,1194,1,1,53,17,0,0,70.23
43073,4,0,1/14/13,656,1,2,18,16,0,15,74.99
43146,4,1,2/24/13,615,1,3,48,23,0,0,27.86
43322,4,1,2/29/12,976,1,1,18,2,0,0,5.34
43701,4,0,1/7/13,663,1,3,28,52,0,0,20.01
43845,4,0,4/1/12,944,1,2,37,39,0,0,107.01
43862,4,1,11/7/06,2916,1,2,27,14,1,0,14.78
44115,4,0,2/20/13,619,1,1,50,13,0,0,16.46
44116,4,0,2/17/11,1353,1,4,31,5,6,0,29.35
44819,4,0,2/12/12,993,1,3,50,19,0,0,60.16
45080,4,1,12/28/11,1039,1,1,52,46,0,30,12.28
45117,4,0,12/22/10,1410,1,3,65,18,1,0,14.58
45510,4,0,7/20/10,1565,1,3,43,20,0,0,50.35
45648,4,0,4/13/12,932,1,3,63,31,0,0,12.53
45722,4,0,3/18/11,1324,1,2,29,25,6,15,37.27
45887,4,1,3/4/13,607,1,2,50,30,0,0,2.69
45925,4,0,2/21/12,984,1,3,27,44,0,0,28.78
45981,4,1,4/17/12,928,1,1,22,11,0,0,2.39
46018,4,0,10/20/09,1838,1,2,30,12,4,15,41.52
46303,4,0,3/24/11,1318,1,4,45,0,22,0,84.35
46469,4,0,3/27/11,1315,1,1,40,15,0,12,40.99
46583,4,0,10/1/12,761,1,1,18,43,10,15,52.23
46756,4,0,10/14/10,1479,1,1,36,3,0,38,5.99
46862,4,0,5/22/10,1624,1,2,38,21,0,20,74.88
46894,4,1,1/15/12,1021,1,3,43,43,1,10,48.87
47069,4,0,7/1/12,853,1,3,42,54,3,15,231.41
47102,4,0,3/11/13,600,1,2,30,13,0,10,35.99
47359,4,0,4/3/09,2038,1,2,28,120,7,25,257.87
48157,4,0,4/28/10,1648,1,2,27,119,17,133,432.82
49066,4,0,5/19/12,896,1,1,48,7,0,0,17.38
49116,4,0,3/2/02,4627,1,1,54,3,0,0,29.95
49770,4,0,3/17/05,3516,1,3,49,17,0,0,22.5
49927,4,0,2/4/11,1366,1,1,39,46,6,10,23.53
49963,4,0,6/15/10,1600,1,1,50,72,0,102,98.5
50362,4,0,3/28/11,1314,1,2,21,14,0,0,67.99
50605,4,0,3/30/09,2042,1,2,18,88,78,432,108.38
50623,4,0,6/25/10,1590,1,4,37,18,0,0,10
50749,4,0,1/27/10,1739,1,1,22,34,1,28,14.87
51077,4,0,2/14/12,991,1,2,21,47,0,25,158.55
51395,4,0,4/19/13,561,1,3,33,14,0,0,26.38
51590,4,0,3/26/10,1681,1,2,17,11,1,0,13.23
51983,4,0,12/10/10,1422,1,1,17,65,3,45,107.21
52570,4,0,10/1/12,761,1,3,41,43,18,47,1.1
53107,4,0,3/21/13,590,1,2,24,17,1,0,55.47
53588,4,0,10/1/07,2588,1,2,24,15,0,0,1.25
53903,4,1,3/5/11,1337,1,3,31,11,0,0,50.05
54072,4,1,4/27/09,2014,1,1,39,16,1,10,0
54564,4,0,4/5/13,575,1,1,18,5,0,0,3.54
55174,4,0,3/30/12,946,1,1,43,23,2,5,70.57
55244,4,1,5/21/11,1260,1,1,43,5,1,15,3.44
55278,4,0,9/17/11,1141,1,3,54,29,0,0,273.46
55398,4,0,2/27/12,978,1,1,35,2,0,0,0.44
56159,4,0,4/15/13,565,1,3,36,3,0,0,26.38
56213,4,0,6/8/10,1607,1,3,25,28,0,30,187.97
56703,4,0,9/19/12,773,1,4,25,0,22,0,9.87
56881,4,0,5/14/11,1267,1,2,49,43,2,18,211.58
57128,4,0,3/17/09,2055,1,1,21,18,2,0,0.47
57314,4,0,3/31/00,5328,1,2,58,57,0,19,134.19
57385,4,0,12/22/11,1045,1,4,38,4,14,25,133.54
57437,4,1,2/23/12,982,1,1,29,9,0,33,99.02
57664,4,0,5/15/10,1631,1,1,35,2,0,0,6.58
57794,4,0,3/28/11,1314,1,1,20,8,1,8,20.12
57816,4,0,5/7/10,1639,1,1,28,13,0,0,0
57942,4,0,10/12/10,1481,1,2,21,34,2,8,65.01
58123,4,1,3/8/12,968,1,1,53,19,0,0,8.87
58423,4, ,12/14/09,1783,1,1,22,6,0,18,7.99
58606,4,1,9/25/12,767,1,4,39,87,0,0,4.68
58831,4,0,4/10/12,935,1,1,28,5,0,0,39.99
59090,4,1,6/18/11,1232,1,3,46,21,0,0,76.89
59471,4,0,7/18/10,1567,1,1,37,60,0,25,8
60003,4,0,2/24/13,615,1,1,49,18,0,22,55.98
60168,4,0,12/19/11,1048,1,1,25,60,7,90,165.58
60228,4,0,2/15/12,990,1,2,34,61,0,40,135.88
60533,4,0,1/16/10,1750,1,1,28,28,0,5,138.54
60774,4,1,11/12/11,1085,1,1,43,26,0,2,4.12
